season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,days_since_01_01_2011
1,0,3,0,2,1,1,4.533348999999999,0.535,0.216425,137,1714,1851,59
1,0,3,0,3,1,1,7.745000000000001,0.449583,0.307833,231,1903,2134,60
1,0,3,0,4,1,1,1.321651000000001,0.318333,0.225754,123,1562,1685,61
1,0,3,0,5,1,2,4.298349,0.610417,0.203346,214,1730,1944,62
1,0,3,0,6,0,2,10.055848999999998,0.789167,0.251871,640,1437,2077,63
1,0,3,0,0,0,2,9.696534,0.948261,0.343287,114,491,605,64
1,0,3,0,1,1,1,4.3017330000000005,0.551304,0.341352,244,1628,1872,65
1,0,3,0,2,1,1,5.747499999999999,0.420833,0.12065,316,1817,2133,66
1,0,3,0,3,1,2,5.904151000000001,0.775417,0.22015,191,1700,1891,67
1,0,3,0,4,1,3,10.287277,0.0,0.261877,46,577,623,68
1,0,3,0,5,1,2,6.876534000000001,0.649565,0.23297,247,1730,1977,69
1,0,3,0,6,0,1,7.470848999999999,0.594583,0.220775,724,1408,2132,70
1,0,3,0,0,0,1,10.064356,0.527391,0.270604,982,1435,2417,71
1,0,3,0,1,1,1,7.285198999999999,0.496957,0.136926,359,1687,2046,72
1,0,3,0,2,1,2,6.917376999999998,0.655652,0.184309,289,1767,2056,73
1,0,3,0,3,1,2,9.165199,0.776522,0.203117,321,1871,2192,74
1,0,3,0,4,1,1,11.505,0.602917,0.209579,424,2320,2744,75
1,0,3,0,5,1,1,17.380000000000003,0.525217,0.231017,884,2355,3239,76
1,0,3,0,6,0,1,14.2075,0.379167,0.368167,1424,1693,3117,77
1,0,3,0,0,0,1,7.627500000000001,0.47375,0.207721,1047,1424,2471,78
2,0,3,0,1,1,2,12.230445,0.737391,0.288783,401,1676,2077,79
2,0,3,0,2,1,1,12.758349,0.624583,0.22575,460,2243,2703,80
2,0,3,0,3,1,2,8.306979000000002,0.839565,0.234261,203,1918,2121,81
2,0,3,0,4,1,2,5.395,0.805833,0.243787,166,1699,1865,82
2,0,3,0,5,1,1,4.415849,0.495,0.230725,300,1910,2210,83
2,0,3,0,6,0,1,4.494150999999999,0.394167,0.209571,981,1515,2496,84
2,0,3,0,0,0,2,3.893021000000001,0.493913,0.1843,472,1221,1693,85
2,0,3,0,1,1,1,4.424356000000001,0.302174,0.212204,222,1806,2028,86
2,0,3,0,2,1,1,6.217499999999999,0.314167,0.226996,317,2108,2425,87
2,0,3,0,3,1,2,6.1,0.646667,0.172888,168,1368,1536,88
2,0,3,0,4,1,3,4.611651,0.918333,0.217646,179,1506,1685,89
2,0,4,0,5,1,2,6.1,0.68625,0.258708,307,1920,2227,90
2,0,4,0,6,0,2,6.805,0.65375,0.197146,898,1354,2252,91
2,0,4,0,0,0,1,9.781651,0.48,0.182213,1651,1598,3249,92
2,0,4,0,1,1,1,18.946651,0.42625,0.385571,734,2381,3115,93
2,0,4,0,2,1,2,11.465849,0.642083,0.388067,167,1628,1795,94
2,0,4,0,3,1,1,10.369151,0.470833,0.263063,413,2395,2808,95
2,0,4,0,4,1,1,12.5625,0.602917,0.162312,571,2570,3141,96
2,0,4,0,5,1,2,7.784151,0.83625,0.226992,172,1299,1471,97
2,0,4,0,6,0,2,8.0975,0.8775,0.133083,879,1576,2455,98
2,0,4,0,0,0,2,12.053349,0.8575,0.146767,1188,1707,2895,99
2,0,4,0,1,1,2,19.995644,0.716956,0.324474,855,2493,3348,100
2,0,4,0,2,1,2,15.617499999999996,0.739167,0.274879,257,1777,2034,101
2,0,4,0,3,1,2,11.3875,0.819167,0.250617,209,1953,2162,102
2,0,4,0,4,1,1,13.9725,0.540417,0.1107,529,2738,3267,103
2,0,4,1,5,0,1,12.993348999999998,0.67125,0.226375,642,2484,3126,104
2,0,4,0,6,0,3,12.249151,0.888333,0.340808,121,674,795,105
2,0,4,0,0,0,1,13.463349,0.479583,0.303496,1558,2186,3744,106
2,0,4,0,1,1,1,16.0875,0.5425,0.163567,669,2760,3429,107
2,0,4,0,2,1,2,15.774151,0.665833,0.157971,409,2795,3204,108
2,0,4,0,3,1,1,19.965,0.614167,0.241925,613,3331,3944,109
2,0,4,0,4,1,1,13.580849,0.407083,0.325258,745,3444,4189,110
2,0,4,0,5,1,2,7.823349,0.729583,0.219521,177,1506,1683,111
2,0,4,0,6,0,2,13.62,0.887917,0.230725,1462,2574,4036,112
2,0,4,0,0,0,2,19.338349,0.810833,0.192175,1710,2481,4191,113
2,0,4,0,1,1,1,20.513349,0.776667,0.185333,773,3300,4073,114
2,0,4,0,2,1,1,21.688349,0.729167,0.3265,678,3722,4400,115
2,0,4,0,3,1,2,21.14,0.835417,0.3122,547,3325,3872,116
2,0,4,0,4,1,2,21.0225,0.700833,0.320908,569,3489,4058,117
2,0,4,0,5,1,1,15.97,0.457083,0.240063,878,3717,4595,118
2,0,4,0,6,0,1,14.2075,0.503333,0.235075,1965,3347,5312,119
2,0,5,0,0,0,2,13.228348999999998,0.762083,0.106354,1138,2213,3351,120
2,0,5,0,1,1,2,17.810848999999997,0.73,0.183454,847,3554,4401,121
2,0,5,0,2,1,2,20.983349,0.697083,0.342667,603,3848,4451,122
2,0,5,0,3,1,2,11.465849,0.737083,0.328996,255,2378,2633,123
2,0,5,0,4,1,1,13.580849,0.444167,0.295392,614,3819,4433,124
2,0,5,0,5,1,1,14.520849000000002,0.59,0.228246,894,3714,4608,125
2,0,5,0,6,0,1,16.44,0.54125,0.16045,1612,3102,4714,126
2,0,5,0,0,0,1,16.831651,0.631667,0.0746375,1401,2932,4333,127
2,0,5,0,1,1,1,17.0275,0.58875,0.176,664,3698,4362,128
2,0,5,0,2,1,1,17.0275,0.489167,0.115671,694,4109,4803,129
2,0,5,0,3,1,1,17.4975,0.632917,0.120642,550,3632,4182,130
2,0,5,0,4,1,1,17.145000000000003,0.7475,0.189667,695,4169,4864,131
2,0,5,0,5,1,2,16.0875,0.863333,0.179725,692,3413,4105,132
2,0,5,0,6,0,2,16.479150999999998,0.9225,0.13495,902,2507,3409,133
2,0,5,0,0,0,2,18.4375,0.867083,0.152979,1582,2971,4553,134
2,0,5,0,1,1,1,19.1425,0.787917,0.126871,773,3185,3958,135
2,0,5,0,2,1,2,18.398349,0.837917,0.277354,678,3445,4123,136
2,0,5,0,3,1,2,17.85,0.87,0.201492,536,3319,3855,137
2,0,5,0,4,1,2,16.949151,0.829583,0.108213,735,3840,4575,138
2,0,5,0,5,1,1,17.223349,0.719583,0.125013,909,4008,4917,139
2,0,5,0,6,0,1,20.317500000000003,0.626667,0.12065,2258,3547,5805,140
2,0,5,0,0,0,1,20.395849,0.749583,0.148008,1576,3084,4660,141
2,0,5,0,1,1,2,21.688349,0.81,0.233842,836,3438,4274,142
2,0,5,0,2,1,2,23.020000000000003,0.740833,0.207092,659,3833,4492,143
2,0,5,0,3,1,1,23.059151,0.69625,0.154233,740,4238,4978,144
2,0,5,0,4,1,1,25.291651,0.6775,0.199642,758,3919,4677,145
2,0,5,0,5,1,1,24.038349000000004,0.65375,0.240679,871,3808,4679,146
2,0,5,0,6,0,1,22.824151,0.729583,0.230092,2001,2757,4758,147
2,0,5,0,0,0,1,23.3725,0.81875,0.213938,2355,2433,4788,148
2,0,5,1,1,0,1,26.466651,0.685,0.131225,1549,2549,4098,149
2,0,5,0,2,1,1,28.425000000000004,0.636667,0.111329,673,3309,3982,150
2,0,6,0,3,1,2,27.915849,0.677083,0.207092,513,3461,3974,151
2,0,6,0,4,1,1,25.605,0.305,0.292287,736,4232,4968,152
2,0,6,0,5,1,1,21.14,0.354167,0.253121,898,4414,5312,153
2,0,6,0,6,0,1,21.845,0.45625,0.123142,1869,3473,5342,154
2,0,6,0,0,0,2,22.471651,0.6525,0.138692,1685,3221,4906,155
2,0,6,0,1,1,1,23.881651,0.6,0.121896,673,3875,4548,156
2,0,6,0,2,1,1,25.2525,0.597917,0.187808,763,4070,4833,157
2,0,6,0,3,1,1,28.464151,0.622083,0.136817,676,3725,4401,158
2,0,6,0,4,1,2,29.991651,0.568333,0.149883,563,3352,3915,159
2,0,6,0,5,1,1,27.485,0.605,0.140554,815,3771,4586,160
2,0,6,0,6,0,1,26.075,0.654583,0.15485,1729,3237,4966,161
2,0,6,0,0,0,1,24.5475,0.747917,0.163567,1467,2993,4460,162
2,0,6,0,1,1,1,21.845,0.494583,0.30535,863,4157,5020,163
2,0,6,0,2,1,1,20.395849,0.507083,0.269283,727,4164,4891,164
2,0,6,0,3,1,1,21.453349,0.471667,0.167912,769,4411,5180,165
2,0,6,0,4,1,2,21.531651,0.688333,0.206471,545,3222,3767,166
2,0,6,0,5,1,1,22.510849000000004,0.735833,0.143029,863,3981,4844,167
2,0,6,0,6,0,1,24.743349,0.670417,0.119408,1807,3312,5119,168
2,0,6,0,0,0,2,24.860849,0.666667,0.102,1639,3105,4744,169
2,0,6,0,1,1,2,21.845,0.74625,0.155475,699,3311,4010,170
3,0,6,0,2,1,2,23.999151,0.770417,0.171025,774,4061,4835,171
3,0,6,0,3,1,1,26.466651,0.7075,0.172262,661,3846,4507,172
3,0,6,0,4,1,2,26.231651,0.703333,0.238804,746,4044,4790,173
3,0,6,0,5,1,1,26.035849,0.573333,0.222025,969,4022,4991,174
3,0,6,0,6,0,1,24.665,0.483333,0.209571,1782,3420,5202,175
3,0,6,0,0,0,1,23.96,0.513333,0.0945333,1920,3385,5305,176
3,0,6,0,1,1,2,24.0775,0.658333,0.107588,854,3854,4708,177
3,0,6,0,2,1,1,26.975849000000004,0.634167,0.144283,732,3916,4648,178
3,0,6,0,3,1,1,26.231651,0.497917,0.261821,848,4377,5225,179
3,0,6,0,4,1,1,24.743349,0.434167,0.185312,1027,4488,5515,180
3,0,7,0,5,1,1,25.957500000000003,0.39625,0.102608,1246,4116,5362,181
3,0,7,0,6,0,1,26.701651,0.444583,0.115062,2204,2915,5119,182
3,0,7,0,0,0,2,25.683349,0.6825,0.228858,2282,2367,4649,183
3,0,7,1,1,0,2,26.153349,0.637917,0.0814792,3065,2978,6043,184
3,0,7,0,2,1,1,27.093349,0.590417,0.126258,1031,3634,4665,185
3,0,7,0,3,1,1,25.84,0.743333,0.149883,784,3845,4629,186
3,0,7,0,4,1,1,27.25,0.65125,0.1592,754,3838,4592,187
3,0,7,0,5,1,2,25.330849,0.757917,0.225129,692,3348,4040,188
3,0,7,0,6,0,1,26.466651,0.609167,0.167912,1988,3348,5336,189
3,0,7,0,0,0,1,27.1325,0.578333,0.183471,1743,3138,4881,190
3,0,7,0,1,1,1,27.8375,0.635833,0.282337,723,3363,4086,191
3,0,7,0,2,1,1,29.325849,0.559167,0.200254,662,3596,4258,192
3,0,7,0,3,1,1,27.093349,0.631667,0.146133,748,3594,4342,193
3,0,7,0,4,1,1,23.999151,0.47625,0.240667,888,4196,5084,194
3,0,7,0,5,1,1,23.176651,0.59125,0.182833,1318,4220,5538,195
3,0,7,0,6,0,1,24.273349000000003,0.585,0.208342,2418,3505,5923,196
3,0,7,0,0,0,1,25.800849,0.604167,0.245033,2006,3296,5302,197
3,0,7,0,1,1,1,27.093349,0.65125,0.215804,841,3617,4458,198
3,0,7,0,2,1,1,28.503349,0.650417,0.1306,752,3789,4541,199
3,0,7,0,3,1,1,28.111651,0.707083,0.113817,644,3688,4332,200
3,0,7,0,4,1,2,30.305,0.69125,0.222021,632,3152,3784,201
3,0,7,0,5,1,1,31.871651,0.580417,0.1331,562,2825,3387,202
3,0,7,0,6,0,1,31.910849,0.5,0.131221,987,2298,3285,203
3,0,7,0,0,0,1,31.01,0.550833,0.169171,1050,2556,3606,204
3,0,7,0,1,1,1,26.936651,0.757083,0.0908083,568,3272,3840,205
3,0,7,0,2,1,1,28.268349,0.540833,0.200258,750,3840,4590,206
3,0,7,0,3,1,1,28.425000000000004,0.402917,0.183463,755,3901,4656,207
3,0,7,0,4,1,1,28.620849,0.583333,0.178479,606,3784,4390,208
3,0,7,0,5,1,1,31.401651,0.5425,0.174138,670,3176,3846,209
3,0,7,0,6,0,1,29.795849,0.465833,0.168537,1559,2916,4475,210
3,0,7,0,0,0,1,29.874151,0.480833,0.164813,1524,2778,4302,211
3,0,8,0,1,1,1,28.268349,0.550833,0.156717,729,3537,4266,212
3,0,8,0,2,1,1,28.816651,0.49125,0.20585,801,4044,4845,213
3,0,8,0,3,1,2,26.388349,0.6575,0.135583,467,3107,3574,214
3,0,8,0,4,1,2,25.37,0.7575,0.19715,799,3777,4576,215
3,0,8,0,5,1,1,25.409151,0.630833,0.184696,1023,3843,4866,216
3,0,8,0,6,0,2,25.683349,0.755,0.22825,1521,2773,4294,217
3,0,8,0,0,0,1,26.8975,0.752917,0.201487,1298,2487,3785,218
3,0,8,0,1,1,1,27.955,0.592083,0.192175,846,3480,4326,219
3,0,8,0,2,1,1,28.425000000000004,0.570417,0.151121,907,3695,4602,220
3,0,8,0,3,1,1,28.033349,0.424167,0.200258,884,3896,4780,221
3,0,8,0,4,1,1,25.722500000000004,0.42375,0.164796,812,3980,4792,222
3,0,8,0,5,1,1,25.291651,0.415,0.125621,1051,3854,4905,223
3,0,8,0,6,0,2,24.234151000000004,0.729583,0.211454,1504,2646,4150,224
3,0,8,0,0,0,2,23.803349,0.8175,0.222633,1338,2482,3820,225
3,0,8,0,1,1,1,23.294151,0.712083,0.208954,775,3563,4338,226
3,0,8,0,2,1,1,24.939151000000003,0.578333,0.236329,721,4004,4725,227
3,0,8,0,3,1,1,25.996651,0.575417,0.143667,668,4026,4694,228
3,0,8,0,4,1,1,25.448349,0.654583,0.233208,639,3166,3805,229
3,0,8,0,5,1,2,24.195,0.722917,0.139308,797,3356,4153,230
3,0,8,0,6,0,1,24.7825,0.674167,0.104467,1914,3277,5191,231
3,0,8,0,0,0,1,25.409151,0.77,0.248754,1249,2624,3873,232
3,0,8,0,1,1,1,24.508349000000003,0.47,0.27675,833,3925,4758,233
3,0,8,0,2,1,1,22.119151,0.455417,0.146763,1281,4614,5895,234
3,0,8,0,3,1,1,23.646651,0.605,0.253108,949,4181,5130,235
3,0,8,0,4,1,2,24.155849,0.771667,0.210833,435,3107,3542,236
3,0,8,0,5,1,1,24.9,0.76125,0.0839625,768,3893,4661,237
3,0,8,0,6,0,2,23.96,0.85,0.375617,226,889,1115,238
3,0,8,0,0,0,1,25.231773,0.561765,0.304659,1415,2919,4334,239
3,0,8,0,1,1,1,21.923349,0.554583,0.159825,729,3905,4634,240
3,0,8,0,2,1,1,22.040849,0.548333,0.125008,775,4429,5204,241
3,0,8,0,3,1,1,22.863349,0.597917,0.0833333,688,4370,5058,242
3,0,9,0,4,1,1,22.785,0.639167,0.141796,783,4332,5115,243
3,0,9,0,5,1,2,22.236651,0.727083,0.139929,875,3852,4727,244
3,0,9,0,6,0,1,23.450849,0.716667,0.185325,1935,2549,4484,245
3,0,9,0,0,0,1,25.330849,0.742083,0.206467,2521,2419,4940,246
3,0,9,1,1,0,2,23.646651,0.790417,0.212696,1236,2115,3351,247
3,0,9,0,2,1,3,17.380000000000003,0.886957,0.343943,204,2506,2710,248
3,0,9,0,3,1,3,20.160849,0.917083,0.0970208,118,1878,1996,249
3,0,9,0,4,1,3,21.793911,0.939565,0.192748,153,1689,1842,250
3,0,9,0,5,1,2,22.55,0.897917,0.124379,417,3127,3544,251
3,0,9,0,6,0,1,23.020000000000003,0.75375,0.153608,1750,3595,5345,252
3,0,9,0,0,0,1,22.706651,0.71375,0.115054,1633,3413,5046,253
3,0,9,0,1,1,1,22.284356,0.692174,0.088913,690,4023,4713,254
3,0,9,0,2,1,1,22.589151,0.7125,0.141804,701,4062,4763,255
3,0,9,0,3,1,1,23.646651,0.697083,0.1673,647,4138,4785,256
3,0,9,0,4,1,2,19.1425,0.709167,0.271146,428,3231,3659,257
3,0,9,0,5,1,2,14.050849,0.590417,0.164183,742,4018,4760,258
3,0,9,0,6,0,2,15.108349,0.718333,0.189675,1434,3077,4511,259
3,0,9,0,0,0,1,15.8525,0.695,0.178483,1353,2921,4274,260
3,0,9,0,1,1,2,17.810848999999997,0.69,0.151742,691,3848,4539,261
3,0,9,0,2,1,2,18.398349,0.88125,0.134954,438,3203,3641,262
3,0,9,0,3,1,2,19.965,0.9,0.0964042,539,3813,4352,263
3,0,9,0,4,1,2,21.531651,0.902083,0.128125,555,4240,4795,264
4,0,9,0,5,1,2,20.630849,0.9725,0.0783667,258,2137,2395,265
4,0,9,0,6,0,2,20.513349,0.8625,0.0783833,1776,3647,5423,266
4,0,9,0,0,0,2,21.805849,0.845,0.0503792,1544,3466,5010,267
4,0,9,0,1,1,2,22.510849000000004,0.848333,0.1107,684,3946,4630,268
4,0,9,0,2,1,2,21.923349,0.885417,0.118171,477,3643,4120,269
4,0,9,0,3,1,2,21.845,0.84875,0.148629,480,3427,3907,270
4,0,9,0,4,1,1,20.983349,0.699167,0.172883,653,4186,4839,271
4,0,9,0,5,1,1,18.515849,0.6475,0.206475,830,4372,5202,272
4,0,10,0,6,0,2,11.27,0.75375,0.292296,480,1949,2429,273
4,0,10,0,0,0,2,8.763349000000002,0.791667,0.222013,616,2302,2918,274
4,0,10,0,1,1,2,10.055848999999998,0.760833,0.0833458,330,3240,3570,275
4,0,10,0,2,1,1,14.755849,0.71,0.205854,486,3970,4456,276
4,0,10,0,3,1,1,17.301650999999996,0.647917,0.17725,559,4267,4826,277
4,0,10,0,4,1,1,15.225849,0.620833,0.134954,639,4126,4765,278
4,0,10,0,5,1,1,16.009151,0.684167,0.0223917,949,4036,4985,279
4,0,10,0,6,0,1,16.518349,0.70125,0.0454042,2235,3174,5409,280
4,0,10,0,0,0,1,17.419151,0.7275,0.06345,2397,3114,5511,281
4,0,10,1,1,0,1,18.829151000000003,0.73375,0.0423042,1514,3603,5117,282
4,0,10,0,2,1,2,18.633349000000003,0.80875,0.143042,667,3896,4563,283
4,0,10,0,3,1,3,17.536651,0.90625,0.24815,217,2199,2416,284
4,0,10,0,4,1,2,19.690849,0.896667,0.141787,290,2623,2913,285
4,0,10,0,5,1,2,17.889151000000002,0.71625,0.223883,529,3115,3644,286
4,0,10,0,6,0,1,15.813349,0.483333,0.258083,1899,3318,5217,287
4,0,10,0,0,0,1,16.048348999999998,0.486667,0.281717,1748,3293,5041,288
4,0,10,0,1,1,1,17.105849,0.579583,0.175379,713,3857,4570,289
4,0,10,0,2,1,2,17.0275,0.701667,0.110087,637,4111,4748,290
4,0,10,0,3,1,3,17.461733,0.895217,0.243339,254,2170,2424,291
4,0,10,0,4,1,1,14.364151,0.63625,0.422275,471,3724,4195,292
4,0,10,0,5,1,1,12.0925,0.574167,0.221396,676,3628,4304,293
4,0,10,0,6,0,1,11.857499999999998,0.629167,0.0926667,1499,2809,4308,294
4,0,10,0,0,0,1,11.818349,0.74125,0.0995125,1619,2762,4381,295
4,0,10,0,1,1,1,13.776651,0.772083,0.118792,699,3488,4187,296
4,0,10,0,2,1,1,14.168349,0.622917,0.166658,695,3992,4687,297
4,0,10,0,3,1,2,14.755849,0.720417,0.148642,404,3490,3894,298
4,0,10,0,4,1,2,14.09,0.812917,0.197763,240,2419,2659,299
4,0,10,0,5,1,2,7.549151,0.585833,0.229479,456,3291,3747,300
4,0,10,0,6,0,3,3.945848999999999,0.8825,0.351371,57,570,627,301
4,0,10,0,0,0,1,7.000848999999999,0.62375,0.176617,885,2446,3331,302
4,0,10,0,1,1,1,7.98,0.703333,0.10635,362,3307,3669,303
4,0,11,0,2,1,1,10.839151,0.68375,0.135571,410,3658,4068,304
4,0,11,0,3,1,1,9.7425,0.71875,0.0820917,370,3816,4186,305
4,0,11,0,4,1,1,11.191651,0.702083,0.136817,318,3656,3974,306
4,0,11,0,5,1,2,10.956651,0.6225,0.271779,470,3576,4046,307
4,0,11,0,6,0,1,7.353349,0.519167,0.189062,1156,2770,3926,308
4,0,11,0,0,0,1,8.371651,0.734583,0.0920542,952,2697,3649,309
4,0,11,0,1,1,1,10.565,0.75875,0.057225,373,3662,4035,310
4,0,11,0,2,1,1,11.191651,0.721667,0.0690375,376,3829,4205,311
4,0,11,0,3,1,1,10.8,0.758333,0.0621958,305,3804,4109,312
4,0,11,0,4,1,2,9.86,0.813333,0.189067,190,2743,2933,313
4,0,11,1,5,0,1,7.235849,0.44625,0.314675,440,2928,3368,314
4,0,11,0,6,0,1,8.763349000000002,0.552917,0.212062,1275,2792,4067,315
4,0,11,0,0,0,1,12.719151,0.458333,0.281721,1004,2713,3717,316
4,0,11,0,1,1,1,16.91,0.587083,0.306596,595,3891,4486,317
4,0,11,0,2,1,2,16.91,0.68875,0.199633,449,3746,4195,318
4,0,11,0,3,1,3,13.463349,0.93,0.136829,145,1672,1817,319
4,0,11,0,4,1,2,8.058349,0.575833,0.305362,139,2914,3053,320
4,0,11,0,5,1,1,4.885849,0.41,0.168533,245,3147,3392,321
4,0,11,0,6,0,1,7.470848999999999,0.502083,0.224496,943,2720,3663,322
4,0,11,0,0,0,2,13.776651,0.684583,0.18595,787,2733,3520,323
4,0,11,0,1,1,3,13.0325,0.91,0.138054,220,2545,2765,324
4,0,11,0,2,1,3,11.583349000000002,0.9625,0.118792,69,1538,1607,325
4,0,11,0,3,1,2,12.719151,0.757917,0.335825,112,2454,2566,326
4,0,11,1,4,0,1,9.546651,0.549167,0.167304,560,935,1495,327
4,0,11,0,5,1,1,9.625,0.64375,0.0988958,1095,1697,2792,328
4,0,11,0,6,0,1,9.664151,0.681667,0.0684208,1249,1819,3068,329
4,0,11,0,0,0,1,13.580849,0.698333,0.208954,810,2261,3071,330
4,0,11,0,1,1,1,15.663466,0.743043,0.142122,253,3614,3867,331
4,0,11,0,2,1,2,13.541650999999998,0.830833,0.258092,96,2818,2914,332
4,0,11,0,3,1,1,7.275,0.613333,0.271158,188,3425,3613,333
4,0,12,0,4,1,1,6.6875,0.524583,0.220158,182,3545,3727,334
4,0,12,0,5,1,1,6.765848999999999,0.625833,0.100754,268,3672,3940,335
4,0,12,0,6,0,1,6.060849000000001,0.612917,0.0957833,706,2908,3614,336
4,0,12,0,0,0,1,7.549151,0.775833,0.0839583,634,2851,3485,337
4,0,12,0,1,1,2,10.134151,0.827083,0.0622083,233,3578,3811,338
4,0,12,0,2,1,3,13.7375,0.949583,0.232583,126,2468,2594,339
4,0,12,0,3,1,3,11.27,0.970417,0.266175,50,655,705,340
4,0,12,0,4,1,1,4.494150999999999,0.58,0.240058,150,3172,3322,341
4,0,12,0,5,1,1,5.669151000000001,0.695833,0.0827167,261,3359,3620,342
4,0,12,0,6,0,1,4.925000000000001,0.5075,0.233221,502,2688,3190,343
4,0,12,0,0,0,1,2.379151,0.49,0.0665417,377,2366,2743,344
4,0,12,0,1,1,1,3.201651,0.670833,0.06345,143,3167,3310,345
4,0,12,0,2,1,1,5.277499999999998,0.59,0.14055,155,3368,3523,346
4,0,12,0,3,1,2,6.922499999999999,0.66375,0.0609583,178,3562,3740,347
